file,target,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
psi_Gemma2_27b_cot.json,OCB,0.6038581198226628,0.5717636434296032,0.562826636495477,-0.34415179054996964,0.07893871858823062
psi_Gemma2_27b_cot.json,CWB,-0.1222528436000055,-0.4358102098406514,-0.32859389252694304,0.2688598264454719,0.015045480919016616
psi_Gemma2_27b_one_shot.json,OCB,0.39781621180873206,0.4012524623872764,0.2956969853440116,-0.23585568941111285,0.12216184675116508
psi_Gemma2_27b_one_shot.json,CWB,-0.07404892922090275,-0.3570413689242516,-0.3154938844965289,0.17701030449391858,-0.03186133185370706
psi_Gemma2_27b_zero_shot.json,OCB,0.5327675684780085,0.6262414807534606,0.6238363491826486,-0.47882722432135627,0.170255285939297
psi_Gemma2_27b_zero_shot.json,CWB,-0.020821797628084122,-0.49381825177532923,-0.4831024325656687,0.3964917128743207,0.09570700937494434
psi_Gemma2_9b_cot.json,OCB,0.4859853091660662,0.6981067185249203,0.6605321728585347,-0.5233634269643317,0.20795797966279
psi_Gemma2_9b_cot.json,CWB,0.007572035332036861,-0.5931584730766045,-0.4629145532808273,0.4284835610853165,-0.016640366623761175
psi_Gemma2_9b_one_shot.json,OCB,0.5615236624698339,0.5516349130188178,0.4968236985243636,-0.3869629648072644,-0.0036719160686847965
psi_Gemma2_9b_one_shot.json,CWB,-0.04851120705532704,-0.4484374570059849,-0.39743402548301515,0.35305660860606947,0.11478710386546569
psi_Gemma2_9b_zero_shot.json,OCB,0.5878966660631386,0.6022204390860322,0.5797847285041521,-0.5223328958334128,0.3456833612355248
psi_Gemma2_9b_zero_shot.json,CWB,-0.04061574876179402,-0.5777027585589404,-0.44561925107862005,0.4533863248090313,-0.10905775972637541
psi_GPT4o_cot.json,OCB,0.5463572433213542,0.3277413848209394,0.42887181287142107,-0.3547715549753233,0.07501306062766325
psi_GPT4o_cot.json,CWB,-0.060926071666786444,-0.5315503226866266,-0.44252691169851516,0.3333541706112484,-0.014137823143606829
psi_GPT4o_mini_cot.json,OCB,0.4563626250707069,0.2617661789091966,0.37265172577033534,-0.3743705221515734,0.07138438821584092
psi_GPT4o_mini_cot.json,CWB,-0.22417359929575806,-0.3928511169031629,-0.41285159119513926,0.3203235691195254,-0.04677376835594439
psi_GPT4o_mini_one_shot.json,OCB,0.52476353823046,0.4404183185947076,0.45790289064927336,-0.3481959188816007,0.04930787038553413
psi_GPT4o_mini_one_shot.json,CWB,-0.2084458250632091,-0.4902510181400958,-0.4332093837246891,0.4029558550922696,0.08952462904866243
psi_GPT4o_mini_zero_shot.json,OCB,0.5591751219027861,0.42949377479589235,0.5241582390069239,-0.3998079604186423,0.08293066941384532
psi_GPT4o_mini_zero_shot.json,CWB,-0.20541021954853897,-0.5578562129226279,-0.5198814549949334,0.4290228477566584,0.04376958343673481
psi_GPT4o_one_shot.json,OCB,0.5964658779191815,0.47751521485925585,0.5680906933047409,-0.46126862435951693,0.09804268431941777
psi_GPT4o_one_shot.json,CWB,-0.15295486503968303,-0.5977407388487141,-0.5456599467691914,0.4882066861743505,-0.0235806441143846
psi_GPT4o_zero_shot.json,OCB,0.5426578571534922,0.3622071614536601,0.45418541536890633,-0.34837429530345587,0.016037559991381185
psi_GPT4o_zero_shot.json,CWB,-0.07494322043700138,-0.5424879157143827,-0.4663241070080375,0.3623190489236846,0.009529696995331034
psi_Llama3_70b_cot.json,OCB,0.48477706367712603,0.41567295898304923,0.4713321009195554,-0.3609808005444674,0.04080378521613723
psi_Llama3_70b_cot.json,CWB,-0.050057444914775866,-0.3559938513783122,-0.37554095140494254,0.27085956987755233,-0.029570002750193176
psi_Llama3_70b_one_shot.json,OCB,0.5326445512015328,0.44526158665582105,0.39976091602752106,-0.2978267796018868,0.06337373532708543
psi_Llama3_70b_one_shot.json,CWB,-0.00846764217967673,-0.2655287759865703,-0.21272053605467545,0.1719118660870583,-0.0789947302900898
psi_Llama3_70b_zero_shot.json,OCB,0.47649678605590107,0.4561375948989038,0.46520864666839035,-0.38299552340066917,0.11238509376028841
psi_Llama3_70b_zero_shot.json,CWB,0.053299522591641654,-0.44987081230040343,-0.40500082752722955,0.32725160340705245,0.0008991481289823411
psi_Llama3_8b_cot.json,OCB,0.5158760867344108,0.5176739681423292,0.5318240472094986,-0.25506293996507357,0.11844130508616839
psi_Llama3_8b_cot.json,CWB,0.02283925552969748,-0.3105144349445118,-0.2600233209666308,0.14005857671764033,-0.0035887415091244088
psi_Llama3_8b_one_shot.json,OCB,0.5285159577818526,0.4447667796251874,0.5105897492500916,-0.3086448609693266,0.10832136833806132
psi_Llama3_8b_one_shot.json,CWB,0.10749193218492398,-0.1328557581510858,-0.03369890937945681,0.12197557008696175,0.11902248563647586
psi_Llama3_8b_zero_shot.json,OCB,0.5948550707071689,0.5411821185375706,0.5462539452754185,-0.3195303387245625,0.15065135492822734
psi_Llama3_8b_zero_shot.json,CWB,0.04177544222792886,-0.1973289185181245,-0.17630218744588658,0.06768871193476005,0.004118556667065572
psi_Mistral_7b_cot.json,OCB,0.5402854289264893,0.5786312864048186,0.6281849638136867,-0.37809350894083227,0.3115295152333891
psi_Mistral_7b_cot.json,CWB,-0.04001305024212195,-0.2792381960561263,-0.3411601562713796,0.3274416732657597,0.11298621410154183
psi_Mistral_7b_one_shot.json,OCB,0.5400886514163492,0.49250021604956573,0.49286749997208523,-0.26857255596830254,0.1931861925842488
psi_Mistral_7b_one_shot.json,CWB,-0.11106158807956984,-0.32280081022269597,-0.3446790054534089,0.2667002113725146,-0.026383616625579396
psi_Mistral_7b_zero_shot.json,OCB,0.5790578025130235,0.628067351180801,0.5980161201548674,-0.44197533845842185,0.24600778228908565
psi_Mistral_7b_zero_shot.json,CWB,-0.054289652199382823,-0.2931386520098941,-0.26857179842280676,0.2591791397592188,-0.07042452000227076
